rent.func,miles.func,num.hubs,Hubs.used,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,cars.shipped,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,cost.hubs,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,total.cost,newcost,total.rent,total.labor
M,L,6,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1230,776,599,596,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,609,0,0,0,947637.5,606025,466237.5,466237.5,0,0,0,0,0,0,0,0,0,178412.5,0,0,0,0,0,0,0,511775,0,0,0,3860886.4251964744,684561.4251964742,3176325,0
L,L,6,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1230,776,599,596,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,609,0,0,0,454525,290750,223725,223725,0,0,0,0,0,0,0,0,0,85775,0,0,0,0,0,0,0,245650,0,0,0,2208711.4251964744,684561.4251964742,1524150,0
H,L,7,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1230,776,599,596,0,0,353,0,256,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,1226350,784100,603150,603150,0,0,386250,0,325150,0,0,0,0,230450,0,0,0,0,0,0,0,0,0,0,0,4778219.437712639,619619.437712639,4158600,0
M,L,7,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1230,776,599,596,0,0,353,0,256,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,947637.5,606025,466237.5,466237.5,0,0,298762.5,0,251637.5,0,0,0,0,178412.5,0,0,0,0,0,0,0,0,0,0,0,3834569.437712639,619619.437712639,3214950,0
L,L,7,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1230,776,599,596,0,0,353,0,256,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,454525,290750,223725,223725,0,0,143475,0,120925,0,0,0,0,85775,0,0,0,0,0,0,0,0,0,0,0,2162519.437712639,619619.437712639,1542900,0
H,L,8,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,892,776,599,596,0,338,353,0,256,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,914750,784100,603150,603150,0,386250,386250,0,325150,0,0,0,0,230450,0,0,0,0,0,0,0,0,0,0,0,4806029.137920715,572779.1379207144,4233250,0
M,L,8,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,892,776,599,596,0,338,353,0,256,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,706937.5,606025,466237.5,466237.5,0,298762.5,298762.5,0,251637.5,0,0,0,0,178412.5,0,0,0,0,0,0,0,0,0,0,0,3845791.6379207144,572779.1379207144,3273012.5,0
L,L,8,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,892,776,599,596,0,338,353,0,256,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,339125,290750,223725,223725,0,143475,143475,0,120925,0,0,0,0,85775,0,0,0,0,0,0,0,0,0,0,0,2143754.1379207144,572779.1379207144,1570975,0
H,L,9,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,892,776,599,312,284,338,353,0,256,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,914750,784100,603150,350300,350300,386250,386250,0,325150,0,0,0,0,230450,0,0,0,0,0,0,0,0,0,0,0,4860742.666376679,530042.6663766794,4330700,0
M,L,9,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,892,776,599,312,284,338,353,0,256,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,706937.5,606025,466237.5,271075,271075,298762.5,298762.5,0,251637.5,0,0,0,0,178412.5,0,0,0,0,0,0,0,0,0,0,0,3878967.666376679,530042.6663766794,3348925,0
L,L,9,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,892,776,599,312,284,338,353,0,256,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,339125,290750,223725,130250,130250,143475,143475,0,120925,0,0,0,0,85775,0,0,0,0,0,0,0,0,0,0,0,2137792.666376679,530042.6663766794,1607750,0
H,L,10,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,892,630,599,312,284,338,353,0,256,146,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,914750,661900,603150,350300,350300,386250,386250,0,325150,194500,0,0,0,230450,0,0,0,0,0,0,0,0,0,0,0,4897843.847168691,494843.8471686914,4403000,0
M,L,10,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,892,630,599,312,284,338,353,0,256,146,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,706937.5,511775,466237.5,271075,271075,298762.5,298762.5,0,251637.5,150725,0,0,0,178412.5,0,0,0,0,0,0,0,0,0,0,0,3900243.8471686915,494843.8471686914,3405400,0
L,L,10,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,892,630,599,312,284,338,353,0,256,146,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,339125,245650,223725,130250,130250,143475,143475,0,120925,72550,0,0,0,85775,0,0,0,0,0,0,0,0,0,0,0,2130043.8471686915,494843.8471686914,1635200,0
H,L,11,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,892,490,599,312,284,338,353,0,256,146,0,140,0,192,0,0,0,0,0,0,0,0,0,0,0,914750,542050,603150,350300,350300,386250,386250,0,325150,194500,0,194500,0,230450,0,0,0,0,0,0,0,0,0,0,0,4938307.8563058395,460657.85630583944,4477650,0
M,L,11,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,892,490,599,312,284,338,353,0,256,146,0,140,0,192,0,0,0,0,0,0,0,0,0,0,0,706937.5,419112.5,466237.5,271075,271075,298762.5,298762.5,0,251637.5,150725,0,150725,0,178412.5,0,0,0,0,0,0,0,0,0,0,0,3924120.3563058395,460657.85630583944,3463462.5,0
L,L,11,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,892,490,599,312,284,338,353,0,256,146,0,140,0,192,0,0,0,0,0,0,0,0,0,0,0,339125,201175,223725,130250,130250,143475,143475,0,120925,72550,0,72550,0,85775,0,0,0,0,0,0,0,0,0,0,0,2123932.8563058395,460657.85630583944,1663275,0
H,L,12,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,892,490,599,224,284,338,353,0,256,146,0,140,0,192,0,0,0,88,0,0,0,0,0,0,0,914750,542050,603150,289200,350300,386250,386250,0,325150,194500,0,194500,0,230450,0,0,0,169350,0,0,0,0,0,0,0,5015558.786369372,429658.786369372,4585900,0
M,L,12,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,892,490,599,224,284,338,353,0,256,146,0,140,0,192,0,0,0,88,0,0,0,0,0,0,0,706937.5,419112.5,466237.5,223950,271075,298762.5,298762.5,0,251637.5,150725,0,150725,0,178412.5,0,0,0,131287.5,0,0,0,0,0,0,0,3977283.786369372,429658.786369372,3547625,0
L,L,12,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,892,490,599,224,284,338,353,0,256,146,0,140,0,192,0,0,0,88,0,0,0,0,0,0,0,339125,201175,223725,107700,130250,143475,143475,0,120925,72550,0,72550,0,85775,0,0,0,63225,0,0,0,0,0,0,0,2133608.786369372,429658.786369372,1703950,0
H,L,13,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,892,490,491,224,284,338,353,0,256,146,0,140,0,192,108,0,0,88,0,0,0,0,0,0,0,914750,542050,542050,289200,350300,386250,386250,0,325150,194500,0,194500,0,230450,169350,0,0,169350,0,0,0,0,0,0,0,5096540.515754159,402390.5157541587,4694150,0
M,L,13,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,892,490,491,224,284,338,353,0,256,146,0,140,0,192,108,0,0,88,0,0,0,0,0,0,0,706937.5,419112.5,419112.5,223950,271075,298762.5,298762.5,0,251637.5,150725,0,150725,0,178412.5,131287.5,0,0,131287.5,0,0,0,0,0,0,0,4034178.0157541586,402390.5157541587,3631787.5,0
L,L,13,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,892,490,491,224,284,338,353,0,256,146,0,140,0,192,108,0,0,88,0,0,0,0,0,0,0,339125,201175,201175,107700,130250,143475,143475,0,120925,72550,0,72550,0,85775,63225,0,0,63225,0,0,0,0,0,0,0,2147015.5157541586,402390.5157541587,1744625,0
H,L,14,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,892,490,363,224,284,338,353,0,256,146,0,140,128,192,108,0,0,88,0,0,0,0,0,0,0,914750,542050,411400,289200,350300,386250,386250,0,325150,194500,0,194500,194500,230450,169350,0,0,169350,0,0,0,0,0,0,0,5133538.647141341,375538.6471413415,4758000,0
M,L,14,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,892,490,363,224,284,338,353,0,256,146,0,140,128,192,108,0,0,88,0,0,0,0,0,0,0,706937.5,419112.5,318200,223950,271075,298762.5,298762.5,0,251637.5,150725,0,150725,150725,178412.5,131287.5,0,0,131287.5,0,0,0,0,0,0,0,4057138.6471413416,375538.6471413415,3681600,0
L,L,14,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,892,490,363,224,284,338,353,0,256,146,0,140,128,192,108,0,0,88,0,0,0,0,0,0,0,339125,201175,152800,107700,130250,143475,143475,0,120925,72550,0,72550,72550,85775,63225,0,0,63225,0,0,0,0,0,0,0,2144338.6471413416,375538.6471413415,1768800,0
H,L,15,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,748,490,363,224,284,338,353,0,256,146,144,140,128,192,108,0,0,88,0,0,0,0,0,0,0,758950,542050,411400,289200,350300,386250,386250,0,325150,194500,194500,194500,194500,230450,169350,0,0,169350,0,0,0,0,0,0,0,5145682.455131191,348982.45513119065,4796700,0
M,L,15,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,748,490,363,224,284,338,353,0,256,146,144,140,128,192,108,0,0,88,0,0,0,0,0,0,0,586587.5,419112.5,318200,223950,271075,298762.5,298762.5,0,251637.5,150725,150725,150725,150725,178412.5,131287.5,0,0,131287.5,0,0,0,0,0,0,0,4060957.455131191,348982.45513119065,3711975,0
