rent.func,miles.func,num.hubs,Hubs.used,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,cars.shipped,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,cost.hubs,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,total.cost,newcost,total.rent,total.labor
M,M,10,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,892,630,599,312,284,338,353,0,256,146,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,706937.5,511775,466237.5,271075,271075,298762.5,298762.5,0,251637.5,150725,0,0,0,178412.5,0,0,0,0,0,0,0,0,0,0,0,4159292.6166024297,753892.6166024297,3405400,0
L,M,10,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,892,630,599,312,284,338,353,0,256,146,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,339125,245650,223725,130250,130250,143475,143475,0,120925,72550,0,0,0,85775,0,0,0,0,0,0,0,0,0,0,0,2389092.6166024297,753892.6166024297,1635200,0
H,M,11,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,892,490,599,312,284,338,353,0,256,146,0,140,0,192,0,0,0,0,0,0,0,0,0,0,0,914750,542050,603150,350300,350300,386250,386250,0,325150,194500,0,194500,0,230450,0,0,0,0,0,0,0,0,0,0,0,5190519.427567007,712869.4275670073,4477650,0
M,M,11,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,892,490,599,312,284,338,353,0,256,146,0,140,0,192,0,0,0,0,0,0,0,0,0,0,0,706937.5,419112.5,466237.5,271075,271075,298762.5,298762.5,0,251637.5,150725,0,150725,0,178412.5,0,0,0,0,0,0,0,0,0,0,0,4176331.927567007,712869.4275670073,3463462.5,0
L,M,11,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,892,490,599,312,284,338,353,0,256,146,0,140,0,192,0,0,0,0,0,0,0,0,0,0,0,339125,201175,223725,130250,130250,143475,143475,0,120925,72550,0,72550,0,85775,0,0,0,0,0,0,0,0,0,0,0,2376144.427567007,712869.4275670073,1663275,0
H,M,12,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,892,490,599,224,284,338,353,0,256,146,0,140,0,192,0,0,0,88,0,0,0,0,0,0,0,914750,542050,603150,289200,350300,386250,386250,0,325150,194500,0,194500,0,230450,0,0,0,169350,0,0,0,0,0,0,0,5261570.543643246,675670.5436432464,4585900,0
M,M,12,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,892,490,599,224,284,338,353,0,256,146,0,140,0,192,0,0,0,88,0,0,0,0,0,0,0,706937.5,419112.5,466237.5,223950,271075,298762.5,298762.5,0,251637.5,150725,0,150725,0,178412.5,0,0,0,131287.5,0,0,0,0,0,0,0,4223295.543643246,675670.5436432464,3547625,0
L,M,12,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,892,490,599,224,284,338,353,0,256,146,0,140,0,192,0,0,0,88,0,0,0,0,0,0,0,339125,201175,223725,107700,130250,143475,143475,0,120925,72550,0,72550,0,85775,0,0,0,63225,0,0,0,0,0,0,0,2379620.5436432464,675670.5436432464,1703950,0
H,M,13,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,892,490,491,224,284,338,353,0,256,146,0,140,0,192,108,0,0,88,0,0,0,0,0,0,0,914750,542050,542050,289200,350300,386250,386250,0,325150,194500,0,194500,0,230450,169350,0,0,169350,0,0,0,0,0,0,0,5337098.61890499,642948.6189049905,4694150,0
M,M,13,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,892,490,491,224,284,338,353,0,256,146,0,140,0,192,108,0,0,88,0,0,0,0,0,0,0,706937.5,419112.5,419112.5,223950,271075,298762.5,298762.5,0,251637.5,150725,0,150725,0,178412.5,131287.5,0,0,131287.5,0,0,0,0,0,0,0,4274736.11890499,642948.6189049905,3631787.5,0
L,M,13,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,892,490,491,224,284,338,353,0,256,146,0,140,0,192,108,0,0,88,0,0,0,0,0,0,0,339125,201175,201175,107700,130250,143475,143475,0,120925,72550,0,72550,0,85775,63225,0,0,63225,0,0,0,0,0,0,0,2387573.6189049906,642948.6189049905,1744625,0
H,M,14,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,892,490,363,224,284,338,353,0,256,146,0,140,128,192,108,0,0,88,0,0,0,0,0,0,0,914750,542050,411400,289200,350300,386250,386250,0,325150,194500,0,194500,194500,230450,169350,0,0,169350,0,0,0,0,0,0,0,5368726.37656961,610726.3765696099,4758000,0
M,M,14,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,892,490,363,224,284,338,353,0,256,146,0,140,128,192,108,0,0,88,0,0,0,0,0,0,0,706937.5,419112.5,318200,223950,271075,298762.5,298762.5,0,251637.5,150725,0,150725,150725,178412.5,131287.5,0,0,131287.5,0,0,0,0,0,0,0,4292326.37656961,610726.3765696099,3681600,0
L,M,14,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,892,490,363,224,284,338,353,0,256,146,0,140,128,192,108,0,0,88,0,0,0,0,0,0,0,339125,201175,152800,107700,130250,143475,143475,0,120925,72550,0,72550,72550,85775,63225,0,0,63225,0,0,0,0,0,0,0,2379526.37656961,610726.3765696099,1768800,0
H,M,15,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,748,490,363,224,284,338,353,0,256,146,144,140,128,192,108,0,0,88,0,0,0,0,0,0,0,758950,542050,411400,289200,350300,386250,386250,0,325150,194500,194500,194500,194500,230450,169350,0,0,169350,0,0,0,0,0,0,0,5375558.946157428,578858.9461574288,4796700,0
M,M,15,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,748,490,363,224,284,338,353,0,256,146,144,140,128,192,108,0,0,88,0,0,0,0,0,0,0,586587.5,419112.5,318200,223950,271075,298762.5,298762.5,0,251637.5,150725,150725,150725,150725,178412.5,131287.5,0,0,131287.5,0,0,0,0,0,0,0,4290833.946157428,578858.9461574288,3711975,0
L,M,15,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,748,490,363,224,284,338,353,0,256,146,144,140,128,192,108,0,0,88,0,0,0,0,0,0,0,281425,201175,152800,107700,130250,143475,143475,0,120925,72550,72550,72550,72550,85775,63225,0,0,63225,0,0,0,0,0,0,0,2362508.946157429,578858.9461574288,1783650,0
H,M,16,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,748,490,363,224,284,338,182,0,256,146,144,140,128,192,108,0,171,88,0,0,0,0,0,0,0,758950,542050,411400,289200,350300,386250,230450,0,325150,194500,194500,194500,194500,230450,169350,0,230450,169350,0,0,0,0,0,0,0,5419490.037279109,548140.0372791085,4871350,0
M,M,16,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,748,490,363,224,284,338,182,0,256,146,144,140,128,192,108,0,171,88,0,0,0,0,0,0,0,586587.5,419112.5,318200,223950,271075,298762.5,178412.5,0,251637.5,150725,150725,150725,150725,178412.5,131287.5,0,178412.5,131287.5,0,0,0,0,0,0,0,4318177.537279109,548140.0372791085,3770037.5,0
L,M,16,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,748,490,363,224,284,338,182,0,256,146,144,140,128,192,108,0,171,88,0,0,0,0,0,0,0,281425,201175,152800,107700,130250,143475,85775,0,120925,72550,72550,72550,72550,85775,63225,0,85775,63225,0,0,0,0,0,0,0,2359865.0372791085,548140.0372791085,1811725,0
H,M,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,568,490,363,224,284,338,182,180,256,146,144,140,128,192,108,0,171,88,0,0,0,0,0,0,0,603150,542050,411400,289200,350300,386250,230450,230450,325150,194500,194500,194500,194500,230450,169350,0,230450,169350,0,0,0,0,0,0,0,5467480.248244272,521480.24824427185,4946000,0
M,M,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,568,490,363,224,284,338,182,180,256,146,144,140,128,192,108,0,171,88,0,0,0,0,0,0,0,466237.5,419112.5,318200,223950,271075,298762.5,178412.5,178412.5,251637.5,150725,150725,150725,150725,178412.5,131287.5,0,178412.5,131287.5,0,0,0,0,0,0,0,4349580.248244272,521480.24824427185,3828100,0
L,M,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,568,490,363,224,284,338,182,180,256,146,144,140,128,192,108,0,171,88,0,0,0,0,0,0,0,223725,201175,152800,107700,130250,143475,85775,85775,120925,72550,72550,72550,72550,85775,63225,0,85775,63225,0,0,0,0,0,0,0,2361280.2482442716,521480.24824427185,1839800,0
H,M,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,568,490,280,224,284,338,182,180,256,146,144,140,128,192,108,0,171,88,83,0,0,0,0,0,0,603150,542050,325150,289200,350300,386250,230450,230450,325150,194500,194500,194500,194500,230450,169350,0,230450,169350,169350,0,0,0,0,0,0,5529121.097479589,500021.09747958963,5029100,0
M,M,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,568,490,280,224,284,338,182,180,256,146,144,140,128,192,108,0,171,88,83,0,0,0,0,0,0,466237.5,419112.5,251637.5,223950,271075,298762.5,178412.5,178412.5,251637.5,150725,150725,150725,150725,178412.5,131287.5,0,178412.5,131287.5,131287.5,0,0,0,0,0,0,4392846.097479589,500021.09747958963,3892825,0
L,M,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,568,490,280,224,284,338,182,180,256,146,144,140,128,192,108,0,171,88,83,0,0,0,0,0,0,223725,201175,120925,107700,130250,143475,85775,85775,120925,72550,72550,72550,72550,85775,63225,0,85775,63225,63225,0,0,0,0,0,0,2371171.0974795897,500021.09747958963,1871150,0
H,M,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,568,490,280,224,284,338,182,180,178,146,144,140,128,192,108,0,171,88,83,0,78,0,0,0,0,603150,542050,325150,289200,350300,386250,230450,230450,230450,194500,194500,194500,194500,230450,169350,0,230450,169350,169350,0,133400,0,0,0,0,5549495.488815629,481695.4888156293,5067800,0
M,M,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,568,490,280,224,284,338,182,180,178,146,144,140,128,192,108,0,171,88,83,0,78,0,0,0,0,466237.5,419112.5,251637.5,223950,271075,298762.5,178412.5,178412.5,178412.5,150725,150725,150725,150725,178412.5,131287.5,0,178412.5,131287.5,131287.5,0,103600,0,0,0,0,4404895.488815629,481695.4888156293,3923200,0
L,M,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,568,490,280,224,284,338,182,180,178,146,144,140,128,192,108,0,171,88,83,0,78,0,0,0,0,223725,201175,120925,107700,130250,143475,85775,85775,85775,72550,72550,72550,72550,85775,63225,0,85775,63225,63225,0,50000,0,0,0,0,2367695.4888156294,481695.4888156293,1886000,0
H,M,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,568,391,280,224,284,338,182,180,178,146,144,140,128,192,108,99,171,88,83,0,78,0,0,0,0,603150,411400,325150,289200,350300,386250,230450,230450,230450,194500,194500,194500,194500,230450,169350,169350,230450,169350,169350,0,133400,0,0,0,0,5571897.719085217,465397.71908521757,5106500,0
M,M,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,568,391,280,224,284,338,182,180,178,146,144,140,128,192,108,99,171,88,83,0,78,0,0,0,0,466237.5,318200,251637.5,223950,271075,298762.5,178412.5,178412.5,178412.5,150725,150725,150725,150725,178412.5,131287.5,131287.5,178412.5,131287.5,131287.5,0,103600,0,0,0,0,4418972.719085217,465397.71908521757,3953575,0
L,M,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,568,391,280,224,284,338,182,180,178,146,144,140,128,192,108,99,171,88,83,0,78,0,0,0,0,223725,152800,120925,107700,130250,143475,85775,85775,85775,72550,72550,72550,72550,85775,63225,63225,85775,63225,63225,0,50000,0,0,0,0,2366247.7190852175,465397.71908521757,1900850,0
H,M,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,568,391,280,224,284,269,182,180,178,146,144,140,128,192,108,99,171,88,83,0,78,0,0,0,69,603150,411400,325150,289200,350300,325150,230450,230450,230450,194500,194500,194500,194500,230450,169350,169350,230450,169350,169350,0,133400,0,0,0,133400,5627949.792466868,449149.7924668677,5178800,0
M,M,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,568,391,280,224,284,269,182,180,178,146,144,140,128,192,108,99,171,88,83,0,78,0,0,0,69,466237.5,318200,251637.5,223950,271075,251637.5,178412.5,178412.5,178412.5,150725,150725,150725,150725,178412.5,131287.5,131287.5,178412.5,131287.5,131287.5,0,103600,0,0,0,103600,4459199.792466868,449149.7924668677,4010050,0
L,M,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,568,391,280,224,284,269,182,180,178,146,144,140,128,192,108,99,171,88,83,0,78,0,0,0,69,223725,152800,120925,107700,130250,120925,85775,85775,85775,72550,72550,72550,72550,85775,63225,63225,85775,63225,63225,0,50000,0,0,0,50000,2377449.7924668677,449149.7924668677,1928300,0
H,M,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,568,391,280,224,209,269,182,180,178,146,144,140,128,192,108,99,171,88,83,0,78,0,75,0,69,603150,411400,325150,289200,289200,325150,230450,230450,230450,194500,194500,194500,194500,230450,169350,169350,230450,169350,169350,0,133400,0,133400,0,133400,5684440.90065917,433340.90065916977,5251100,0
M,M,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,568,391,280,224,209,269,182,180,178,146,144,140,128,192,108,99,171,88,83,0,78,0,75,0,69,466237.5,318200,251637.5,223950,223950,251637.5,178412.5,178412.5,178412.5,150725,150725,150725,150725,178412.5,131287.5,131287.5,178412.5,131287.5,131287.5,0,103600,0,103600,0,103600,4499865.90065917,433340.90065916977,4066525,0
L,M,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,568,391,280,224,209,269,182,180,178,146,144,140,128,192,108,99,171,88,83,0,78,0,75,0,69,223725,152800,120925,107700,107700,120925,85775,85775,85775,72550,72550,72550,72550,85775,63225,63225,85775,63225,63225,0,50000,0,50000,0,50000,2389090.90065917,433340.90065916977,1955750,0
H,M,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,568,391,280,224,209,269,182,180,178,146,144,140,128,118,108,99,171,88,83,0,78,0,75,74,69,603150,411400,325150,289200,289200,325150,230450,230450,230450,194500,194500,194500,194500,169350,169350,169350,230450,169350,169350,0,133400,0,133400,133400,133400,5742091.124208344,418691.1242083443,5323400,0
M,M,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,568,391,280,224,209,269,182,180,178,146,144,140,128,118,108,99,171,88,83,0,78,0,75,74,69,466237.5,318200,251637.5,223950,223950,251637.5,178412.5,178412.5,178412.5,150725,150725,150725,150725,131287.5,131287.5,131287.5,178412.5,131287.5,131287.5,0,103600,0,103600,103600,103600,4541691.124208344,418691.1242083443,4123000,0
L,M,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,568,391,280,224,209,269,182,180,178,146,144,140,128,118,108,99,171,88,83,0,78,0,75,74,69,223725,152800,120925,107700,107700,120925,85775,85775,85775,72550,72550,72550,72550,63225,63225,63225,85775,63225,63225,0,50000,0,50000,50000,50000,2401891.124208344,418691.1242083443,1983200,0
H,M,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,568,391,280,224,209,269,182,180,178,146,144,140,128,118,108,99,94,88,83,0,78,77,75,74,69,603150,411400,325150,289200,289200,325150,230450,230450,230450,194500,194500,194500,194500,169350,169350,169350,169350,169350,169350,0,133400,133400,133400,133400,133400,5803792.290248268,408092.2902482686,5395700,0
M,M,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,568,391,280,224,209,269,182,180,178,146,144,140,128,118,108,99,94,88,83,0,78,77,75,74,69,466237.5,318200,251637.5,223950,223950,251637.5,178412.5,178412.5,178412.5,150725,150725,150725,150725,131287.5,131287.5,131287.5,131287.5,131287.5,131287.5,0,103600,103600,103600,103600,103600,4587567.290248268,408092.2902482686,4179475,0
L,M,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,568,391,280,224,209,269,182,180,178,146,144,140,128,118,108,99,94,88,83,0,78,77,75,74,69,223725,152800,120925,107700,107700,120925,85775,85775,85775,72550,72550,72550,72550,63225,63225,63225,63225,63225,63225,0,50000,50000,50000,50000,50000,2418742.2902482687,408092.2902482686,2010650,0
H,M,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,568,391,280,224,209,186,182,180,178,146,144,140,128,118,108,99,94,88,83,83,78,77,75,74,69,603150,411400,325150,289200,289200,230450,230450,230450,230450,194500,194500,194500,194500,169350,169350,169350,169350,169350,169350,169350,133400,133400,133400,133400,133400,5870550,400200,5470350,0
M,M,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,568,391,280,224,209,186,182,180,178,146,144,140,128,118,108,99,94,88,83,83,78,77,75,74,69,466237.5,318200,251637.5,223950,223950,178412.5,178412.5,178412.5,178412.5,150725,150725,150725,150725,131287.5,131287.5,131287.5,131287.5,131287.5,131287.5,131287.5,103600,103600,103600,103600,103600,4637737.5,400200,4237537.5,0
L,M,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,568,391,280,224,209,186,182,180,178,146,144,140,128,118,108,99,94,88,83,83,78,77,75,74,69,223725,152800,120925,107700,107700,85775,85775,85775,85775,72550,72550,72550,72550,63225,63225,63225,63225,63225,63225,63225,50000,50000,50000,50000,50000,2438925,400200,2038725,0
H,H,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3835250,0,0,0,0,0,6554631.168955715,2719381.168955716,3835250,0
M,H,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2962412.5,0,0,0,0,0,5681793.668955715,2719381.168955716,2962412.5,0
L,H,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420175,0,0,0,0,0,4139556.168955716,2719381.168955716,1420175,0
H,H,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2438,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344450,1529500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5895324.884599799,2021374.8845997998,3873950,0
M,H,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2438,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1811112.5,1181675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5014162.384599799,2021374.8845997998,2992787.5,0
L,H,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2438,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868375,566650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3456399.8845997998,2021374.8845997998,1435025,0
H,H,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,968,0,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1902200,975850,0,1070550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5680442.419943363,1731842.4199433634,3948600,0
M,H,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,968,0,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1469500,754062.5,0,827287.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4782692.419943363,1731842.4199433634,3050850,0
L,H,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,968,0,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704600,361675,0,396825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3194942.4199433634,1731842.4199433634,1463100,0
H,H,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308,968,865,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287450,975850,878800,0,878800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5558482.542261117,1537582.542261117,4020900,0
M,H,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308,968,865,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994762.5,754062.5,679250,0,679250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4644907.542261117,1537582.542261117,3107325,0
L,H,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308,968,865,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477075,361675,325900,0,325900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3028132.542261117,1537582.542261117,1490550,0
H,H,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1230,968,599,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,0,0,1226350,975850,603150,603150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661900,0,0,0,5441605.1752211265,1371205.1752211263,4070400,0
M,H,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1230,968,599,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,0,0,947637.5,754062.5,466237.5,466237.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511775,0,0,0,4517155.1752211265,1371205.1752211263,3145950,0
L,H,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1230,968,599,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,0,0,454525,361675,223725,223725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245650,0,0,0,2880505.1752211265,1371205.1752211263,1509300,0
H,H,6,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1230,776,599,596,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,609,0,0,0,1226350,784100,603150,603150,0,0,0,0,0,0,0,0,0,230450,0,0,0,0,0,0,0,661900,0,0,0,5387645.995275063,1278545.995275064,4109100,0
M,H,6,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1230,776,599,596,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,609,0,0,0,947637.5,606025,466237.5,466237.5,0,0,0,0,0,0,0,0,0,178412.5,0,0,0,0,0,0,0,511775,0,0,0,4454870.995275063,1278545.995275064,3176325,0
L,H,6,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1230,776,599,596,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,609,0,0,0,454525,290750,223725,223725,0,0,0,0,0,0,0,0,0,85775,0,0,0,0,0,0,0,245650,0,0,0,2802695.995275064,1278545.995275064,1524150,0
H,H,7,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1230,776,599,596,0,0,353,0,256,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,1226350,784100,603150,603150,0,0,386250,0,325150,0,0,0,0,230450,0,0,0,0,0,0,0,0,0,0,0,5346227.212797695,1187627.2127976946,4158600,0
M,H,7,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1230,776,599,596,0,0,353,0,256,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,947637.5,606025,466237.5,466237.5,0,0,298762.5,0,251637.5,0,0,0,0,178412.5,0,0,0,0,0,0,0,0,0,0,0,4402577.212797695,1187627.2127976946,3214950,0
L,H,7,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1230,776,599,596,0,0,353,0,256,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,454525,290750,223725,223725,0,0,143475,0,120925,0,0,0,0,85775,0,0,0,0,0,0,0,0,0,0,0,2730527.212797695,1187627.2127976946,1542900,0
H,H,8,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,892,776,599,596,0,338,353,0,256,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,914750,784100,603150,603150,0,386250,386250,0,325150,0,0,0,0,230450,0,0,0,0,0,0,0,0,0,0,0,5355300.7930890005,1122050.7930890003,4233250,0
